PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
MANE_a30,48,56,104,0.46,0.54
MANE_a45,55,65,120,0.46,0.54
MANE_a60,42,40,82,0.51,0.49
MANE_a90,45,54,99,0.45,0.55
MAPL_a0,19,21,40,0.48,0.52
MAPL_a103,46,47,93,0.49,0.51
MAPL_a120,40,59,99,0.4,0.6
MAPL_a135,79,75,154,0.51,0.49
MAPL_a150,63,74,137,0.46,0.54
MAPL_a180,34,26,60,0.57,0.43
MAPL_a30,39,41,80,0.49,0.51
MAPL_a45,50,48,98,0.51,0.49
MAPL_a60,44,37,81,0.54,0.46
MAPL_a90,57,59,116,0.49,0.51
MASA_a0,28,23,51,0.55,0.45
MASA_a103,38,38,76,0.5,0.5
MASA_a120,30,35,65,0.46,0.54
MASA_a135,26,41,67,0.39,0.61
MASA_a150,36,28,64,0.56,0.44
MASA_a180,17,13,30,0.57,0.43
MASA_a30,75,81,156,0.48,0.52
MASA_a45,68,89,157,0.43,0.57
MASA_a60,67,80,147,0.46,0.54
MASA_a90,81,58,139,0.58,0.42
MAUR_a0,19,22,41,0.46,0.54
MAUR_a103,61,43,104,0.59,0.41
MAUR_a120,47,37,84,0.56,0.44
MAUR_a135,62,60,122,0.51,0.49
MAUR_a150,77,73,150,0.51,0.49
MAUR_a180,30,25,55,0.55,0.45
MAUR_a30,43,35,78,0.55,0.45
MAUR_a45,37,41,78,0.47,0.53
MAUR_a60,55,46,101,0.54,0.46
MAUR_a90,67,42,109,0.61,0.39
MEJU_a0,40,37,77,0.52,0.48
MEJU_a103,41,46,87,0.47,0.53
MEJU_a120,40,50,90,0.44,0.56
MEJU_a135,55,57,112,0.49,0.51
MEJU_a150,38,26,64,0.59,0.41
MEJU_a180,13,23,36,0.36,0.64
MEJU_a30,68,57,125,0.54,0.46
MEJU_a45,67,64,131,0.51,0.49
MEJU_a60,50,44,94,0.53,0.47
MEJU_a90,47,50,97,0.48,0.52
MEMA_a0,53,48,101,0.52,0.48
MEMA_a103,56,62,118,0.47,0.53
MEMA_a120,31,21,52,0.6,0.4
MEMA_a135,24,17,41,0.59,0.41
MEMA_a150,20,24,44,0.45,0.55
MEMA_a180,12,5,17,0.71,0.29
MEMA_a30,85,71,156,0.54,0.46
MEMA_a45,109,83,192,0.57,0.43
MEMA_a60,55,73,128,0.43,0.57
MEMA_a90,55,54,109,0.5,0.5
MENE_a0,28,32,60,0.47,0.53
MENE_a103,55,41,96,0.57,0.43
MENE_a120,46,55,101,0.46,0.54
MENE_a135,49,71,120,0.41,0.59
MENE_a150,45,45,90,0.5,0.5
MENE_a180,34,20,54,0.63,0.37
MENE_a30,58,64,122,0.48,0.52
MENE_a45,69,48,117,0.59,0.41
MENE_a60,42,41,83,0.51,0.49
MENE_a90,61,55,116,0.53,0.47
MEPL_a0,34,35,69,0.49,0.51
MEPL_a103,56,57,113,0.5,0.5
MEPL_a120,52,56,108,0.48,0.52
MEPL_a135,35,44,79,0.44,0.56
MEPL_a150,38,57,95,0.4,0.6
MEPL_a180,18,12,30,0.6,0.4
MEPL_a30,51,55,106,0.48,0.52
MEPL_a45,55,53,108,0.51,0.49
MEPL_a60,61,47,108,0.56,0.44
MEPL_a90,40,55,95,0.42,0.58
MESA_a0,27,26,53,0.51,0.49
MESA_a103,53,53,106,0.5,0.5
MESA_a120,46,54,100,0.46,0.54
MESA_a135,57,58,115,0.5,0.5
MESA_a150,48,41,89,0.54,0.46
MESA_a180,26,22,48,0.54,0.46
MESA_a30,61,62,123,0.5,0.5
MESA_a45,56,71,127,0.44,0.56
MESA_a60,57,49,106,0.54,0.46
MESA_a90,50,48,98,0.51,0.49
MESU_a0,132,148,280,0.47,0.53
MEUR_a0,30,29,59,0.51,0.49
MEUR_a103,52,51,103,0.5,0.5
MEUR_a120,56,49,105,0.53,0.47
MEUR_a135,60,50,110,0.55,0.45
MEUR_a150,57,54,111,0.51,0.49
MEUR_a180,32,25,57,0.56,0.44
MEUR_a30,52,64,116,0.45,0.55
MEUR_a45,57,60,117,0.49,0.51
MEUR_a60,61,58,119,0.51,0.49
MEUR_a90,44,59,103,0.43,0.57
MEVE_a0,80,96,176,0.45,0.55
MEVE_a30,178,196,374,0.48,0.52
MEVE_a45,125,108,233,0.54,0.46
MEVE_a60,122,121,243,0.5,0.5
MOJU_a0,78,83,161,0.48,0.52
MOJU_a103,148,165,313,0.47,0.53
MOJU_a120,165,174,339,0.49,0.51
MOJU_a135,169,191,360,0.47,0.53
MOJU_a150,174,172,346,0.5,0.5
MOJU_a180,71,67,138,0.51,0.49
MOJU_a30,172,170,342,0.5,0.5
MOJU_a45,176,187,363,0.48,0.52
MOJU_a60,186,141,327,0.57,0.43
MOJU_a90,142,161,303,0.47,0.53
MOMA_a0,77,79,156,0.49,0.51
MOMA_a103,175,138,313,0.56,0.44
MOMA_a120,155,170,325,0.48,0.52
MOMA_a135,161,170,331,0.49,0.51
MOMA_a150,145,175,320,0.45,0.55
MOMA_a180,83,79,162,0.51,0.49
MOMA_a30,174,156,330,0.53,0.47
MOMA_a45,157,164,321,0.49,0.51
MOMA_a60,172,154,326,0.53,0.47
MOMA_a90,175,142,317,0.55,0.45
MOME_a0,73,83,156,0.47,0.53
MOME_a103,139,159,298,0.47,0.53
MOME_a120,172,160,332,0.52,0.48
MOME_a135,158,157,315,0.5,0.5
MOME_a150,167,142,309,0.54,0.46
MOME_a180,73,84,157,0.46,0.54
MOME_a30,163,154,317,0.51,0.49
MOME_a45,170,148,318,0.53,0.47
MOME_a60,158,155,313,0.5,0.5
MOME_a90,148,157,305,0.49,0.51
MONE_a0,72,88,160,0.45,0.55
MONE_a103,167,164,331,0.5,0.5
MONE_a120,152,170,322,0.47,0.53
MONE_a135,164,166,330,0.5,0.5
MONE_a150,152,173,325,0.47,0.53
MONE_a180,91,74,165,0.55,0.45
MONE_a30,163,165,328,0.5,0.5
MONE_a45,174,152,326,0.53,0.47
MONE_a60,172,152,324,0.53,0.47
MONE_a90,163,165,328,0.5,0.5
MOPL_a0,80,84,164,0.49,0.51
MOPL_a103,170,160,330,0.52,0.48
MOPL_a120,180,154,334,0.54,0.46
MOPL_a135,176,155,331,0.53,0.47
MOPL_a150,173,162,335,0.52,0.48
MOPL_a180,82,82,164,0.5,0.5
MOPL_a30,159,178,337,0.47,0.53
MOPL_a45,154,172,326,0.47,0.53
MOPL_a60,156,176,332,0.47,0.53
MOPL_a90,178,158,336,0.53,0.47
MOSA_a0,79,86,165,0.48,0.52
MOSA_a103,168,162,330,0.51,0.49
MOSA_a120,152,167,319,0.48,0.52
MOSA_a135,177,153,330,0.54,0.46
MOSA_a150,162,159,321,0.5,0.5
MOSA_a180,89,73,162,0.55,0.45
MOSA_a30,176,155,331,0.53,0.47
MOSA_a45,161,168,329,0.49,0.51
MOSA_a60,182,153,335,0.54,0.46
MOSA_a90,162,170,332,0.49,0.51
MOSU_a0,76,81,157,0.48,0.52
MOSU_a103,153,159,312,0.49,0.51
MOSU_a120,141,168,309,0.46,0.54
MOSU_a135,167,145,312,0.54,0.46
MOSU_a150,141,168,309,0.46,0.54
MOSU_a180,79,79,158,0.5,0.5
MOSU_a30,164,146,310,0.53,0.47
MOSU_a45,166,136,302,0.55,0.45
MOSU_a60,142,172,314,0.45,0.55
MOSU_a90,155,158,313,0.5,0.5
MOUR_a0,86,78,164,0.52,0.48
MOUR_a103,165,164,329,0.5,0.5
MOUR_a120,166,163,329,0.5,0.5
MOUR_a135,168,163,331,0.51,0.49
MOUR_a150,161,173,334,0.48,0.52
MOUR_a180,74,88,162,0.46,0.54
MOUR_a30,171,156,327,0.52,0.48
MOUR_a45,168,167,335,0.5,0.5
MOUR_a60,158,170,328,0.48,0.52
MOUR_a90,165,161,326,0.51,0.49
MOVE_a0,78,71,149,0.52,0.48
MOVE_a103,144,166,310,0.46,0.54
MOVE_a120,148,156,304,0.49,0.51
MOVE_a135,154,167,321,0.48,0.52
MOVE_a150,156,153,309,0.5,0.5
MOVE_a180,77,76,153,0.5,0.5
MOVE_a30,150,162,312,0.48,0.52
MOVE_a45,154,149,303,0.51,0.49
MOVE_a60,159,156,315,0.5,0.5
MOVE_a90,158,154,312,0.51,0.49
SANE_a103,67,60,127,0.53,0.47
SANE_a120,78,76,154,0.51,0.49
SANE_a135,37,38,75,0.49,0.51
SANE_a150,95,96,191,0.5,0.5
SANE_a180,38,36,74,0.51,0.49
SANE_a45,10,10,20,0.5,0.5
SANE_a60,56,65,121,0.46,0.54
SANE_a90,65,57,122,0.53,0.47
SAPL_a0,18,16,34,0.53,0.47
SAPL_a103,36,49,85,0.42,0.58
SAPL_a120,65,56,121,0.54,0.46
SAPL_a135,36,42,78,0.46,0.54
SAPL_a150,25,46,71,0.35,0.65
SAPL_a30,45,53,98,0.46,0.54
SAPL_a45,65,59,124,0.52,0.48
SAPL_a60,66,58,124,0.53,0.47
SAPL_a90,52,65,117,0.44,0.56
SAUR_a103,109,98,207,0.53,0.47
SAUR_a120,67,75,142,0.47,0.53
SAUR_a135,107,106,213,0.5,0.5
SAUR_a150,112,121,233,0.48,0.52
SAUR_a180,65,74,139,0.47,0.53
SUJU_a0,31,27,58,0.53,0.47
SUJU_a103,56,49,105,0.53,0.47
SUJU_a120,55,44,99,0.56,0.44
SUJU_a135,54,44,98,0.55,0.45
SUJU_a150,45,50,95,0.47,0.53
SUJU_a180,26,18,44,0.59,0.41
SUJU_a30,62,61,123,0.5,0.5
SUJU_a45,56,55,111,0.5,0.5
SUJU_a60,52,62,114,0.46,0.54
SUJU_a90,58,49,107,0.54,0.46
SUMA_a0,44,39,83,0.53,0.47
SUMA_a103,44,41,85,0.52,0.48
SUMA_a120,30,30,60,0.5,0.5
SUMA_a135,26,25,51,0.51,0.49
SUMA_a150,24,19,43,0.56,0.44
SUMA_a180,9,10,19,0.47,0.53
SUMA_a30,84,77,161,0.52,0.48
SUMA_a45,77,73,150,0.51,0.49
SUMA_a60,76,64,140,0.54,0.46
SUMA_a90,56,49,105,0.53,0.47
SUNE_a0,24,29,53,0.45,0.55
SUNE_a103,54,55,109,0.5,0.5
SUNE_a120,55,51,106,0.52,0.48
SUNE_a135,44,55,99,0.44,0.56
SUNE_a150,47,67,114,0.41,0.59
SUNE_a180,27,18,45,0.6,0.4
SUNE_a30,60,49,109,0.55,0.45
SUNE_a45,56,51,107,0.52,0.48
SUNE_a60,62,50,112,0.55,0.45
SUNE_a90,63,49,112,0.56,0.44
SUPL_a0,28,28,56,0.5,0.5
SUPL_a103,58,51,109,0.53,0.47
SUPL_a120,56,48,104,0.54,0.46
SUPL_a135,41,63,104,0.39,0.61
SUPL_a150,48,56,104,0.46,0.54
SUPL_a180,19,30,49,0.39,0.61
SUPL_a30,55,47,102,0.54,0.46
SUPL_a45,53,49,102,0.52,0.48
SUPL_a60,57,54,111,0.51,0.49
SUPL_a90,55,54,109,0.5,0.5
SUSA_a0,37,25,62,0.6,0.4
SUSA_a103,50,55,105,0.48,0.52
SUSA_a120,57,44,101,0.56,0.44
SUSA_a135,41,51,92,0.45,0.55
SUSA_a150,42,46,88,0.48,0.52
SUSA_a180,23,23,46,0.5,0.5
SUSA_a30,67,53,120,0.56,0.44
SUSA_a45,55,51,106,0.52,0.48
SUSA_a60,47,67,114,0.41,0.59
SUSA_a90,59,43,102,0.58,0.42
SUUR_a0,30,26,56,0.54,0.46
SUUR_a103,56,50,106,0.53,0.47
SUUR_a120,60,43,103,0.58,0.42
SUUR_a135,55,47,102,0.54,0.46
SUUR_a150,44,52,96,0.46,0.54
SUUR_a180,28,20,48,0.58,0.42
SUUR_a30,60,51,111,0.54,0.46
SUUR_a45,42,67,109,0.39,0.61
SUUR_a60,58,52,110,0.53,0.47
SUUR_a90,52,56,108,0.48,0.52
URNE_a30,294,302,596,0.49,0.51
URNE_a45,283,297,580,0.49,0.51
URPL_a103,169,160,329,0.51,0.49
URPL_a90,256,282,538,0.48,0.52
VEJU_a0,30,30,60,0.5,0.5
VEJU_a103,60,41,101,0.59,0.41
VEJU_a120,54,41,95,0.57,0.43
VEJU_a135,60,55,115,0.52,0.48
VEJU_a150,38,38,76,0.5,0.5
VEJU_a180,21,27,48,0.44,0.56
VEJU_a30,43,76,119,0.36,0.64
VEJU_a45,51,52,103,0.5,0.5
VEJU_a60,55,76,131,0.42,0.58
VEJU_a90,50,56,106,0.47,0.53
VEMA_a0,49,41,90,0.54,0.46
VEMA_a103,67,55,122,0.55,0.45
VEMA_a120,38,51,89,0.43,0.57
VEMA_a135,25,21,46,0.54,0.46
VEMA_a150,22,18,40,0.55,0.45
VEMA_a180,4,15,19,0.21,0.79
VEMA_a30,65,68,133,0.49,0.51
VEMA_a45,74,70,144,0.51,0.49
VEMA_a60,76,82,158,0.48,0.52
VEMA_a90,53,60,113,0.47,0.53
VENE_a0,30,16,46,0.65,0.35
VENE_a103,61,54,115,0.53,0.47
VENE_a120,58,47,105,0.55,0.45
VENE_a135,45,57,102,0.44,0.56
VENE_a150,53,36,89,0.6,0.4
VENE_a180,44,12,56,0.79,0.21
VENE_a30,52,72,124,0.42,0.58
VENE_a45,49,58,107,0.46,0.54
VENE_a60,43,50,93,0.46,0.54
VENE_a90,58,53,111,0.52,0.48
VEPL_a0,28,27,55,0.51,0.49
VEPL_a103,50,52,102,0.49,0.51
VEPL_a120,42,54,96,0.44,0.56
VEPL_a135,60,64,124,0.48,0.52
VEPL_a150,62,55,117,0.53,0.47
VEPL_a180,30,26,56,0.54,0.46
VEPL_a30,54,48,102,0.53,0.47
VEPL_a45,42,47,89,0.47,0.53
VEPL_a60,53,46,99,0.54,0.46
VEPL_a90,63,41,104,0.61,0.39
VESA_a0,34,19,53,0.64,0.36
VESA_a103,63,64,127,0.5,0.5
VESA_a120,44,52,96,0.46,0.54
VESA_a135,51,59,110,0.46,0.54
VESA_a150,54,35,89,0.61,0.39
VESA_a180,22,18,40,0.55,0.45
VESA_a30,56,57,113,0.5,0.5
VESA_a45,32,56,88,0.36,0.64
VESA_a60,63,42,105,0.6,0.4
VESA_a90,52,64,116,0.45,0.55
VESU_a0,69,65,134,0.51,0.49
VESU_a30,180,166,346,0.52,0.48
VESU_a45,487,477,964,0.51,0.49
VEUR_a0,20,30,50,0.4,0.6
VEUR_a103,44,60,104,0.42,0.58
VEUR_a120,52,55,107,0.49,0.51
VEUR_a135,36,51,87,0.41,0.59
VEUR_a150,68,59,127,0.54,0.46
VEUR_a180,25,21,46,0.54,0.46
VEUR_a30,46,56,102,0.45,0.55
VEUR_a45,70,50,120,0.58,0.42
VEUR_a60,44,68,112,0.39,0.61
VEUR_a90,45,45,90,0.5,0.5
